	Unnamed: 0	sample_id	prompt_source	prompt_target	position_source	position_target	baseline_hop2	baseline_hop3	baseline_multihop3	hop1	hop2	hop3	layer_source	layer_target	generations_patched	is_correct_patched	hidden_rep
725	26288	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	24	17	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.05493  2.434   -4.617   ... -1.203    3.479   -1.582  ]
726	30619	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	25	2	['is' 'a' 'city' 'that' 'is' 'the' 'center' 'of' 'a' 'country']	False	[ 0.2634  2.719  -5.836  ... -1.262   1.16   -1.6875]
727	21427	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	9	11	[',' 'wife' 'of' 'John' 'H' '.' 'H' 'A' 'Y' 'N']	False	[ 0.1927  -0.559   -0.03973 ... -0.3008  -0.3428  -0.1932 ]
728	69132	5596123	the company that created B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that created B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	19	15	[',' 'the' 'company' 'that' 'makes' 'the' 'game' ',' 'is' 'John']	False	[-0.7373 -0.6523 -1.105  ...  0.873   0.353  -0.4011]
729	50120	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	25	4	['is' 'a' 'city' 'in' 'the' 'country' 'of' '.' '\n' 'The']	False	[-2.176  1.877 -6.363 ... -2.256  4.04  -2.697]
730	66674	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	13	28	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.11017 -0.3325  -0.8345  ... -0.2559  -0.1765   0.4304 ]
731	50520	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	28	2	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[-0.8594  3.926  -7.785  ... -2.582   1.627  -3.49  ]
732	12060	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	15	8	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[ 0.8213 -0.1794 -1.414  ... -0.846   0.458  -0.1361]
733	39213	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	0	8	['ating' 'is' 'not' 'appropriate' '.' 'Please' 'ref' 'rain' 'from' 'using']	False	[-0.02881   0.006104 -0.0857   ...  0.00964  -0.000908  0.01862 ]
734	38585	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	4	12	"[':' '""' '+' 'mother' 'Name' ');' '\n' '}' '\n' '```']"	False	[-0.1226  -0.018   -0.12256 ... -0.1252  -0.2551  -0.1211 ]
735	22591	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	28	9	['is' 'not' 'known' 'for' 'its' 'natural' 'beauty' ',' 'but' 'for']	False	[-3.547  1.373 -7.19  ... -3.762  3.543 -2.484]
736	33673	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	1	5	['is' 'the' 'US' 'doll' 'ar' '(' 'US' 'D' ').' '\n']	False	[-0.03894  -0.001808 -0.08026  ... -0.03125  -0.01892  -0.013954]
737	14859	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	23	12	['is' 'the' 'U' '.' 'S' '.' 'doll' 'ar' '(' 'US']	False	[ 0.05078  2.193   -5.355   ... -1.189    1.657   -1.363  ]
738	29764	2092064	Biryani's country of origin	The official currency of {}	-1	-1	Biryani's country of origin	The official currency of India	The official currency of Biryani's country of origin	Biryani	India	Rupee	18	29	"['is' '{}' '.""' '.' 'format' '(' 'country' ',' 'currency' ')']"	False	[ 0.0729  1.996  -2.5    ... -0.3994  0.936  -0.7324]
739	9694	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	17	31	['Mot' 'ors' 'ports' 'Park' 'ing' '.' '\n' '\n' '1' '.']	False	[-0.3672  0.595  -0.448  ... -0.5933  0.708  -0.4521]
740	69414	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	3	26	['</s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>']	False	[-0.0759  -0.01788 -0.3066  ... -0.1499  -0.1362  -0.01541]
741	5982	2092064	Biryani's country of origin	The official currency of {}	-1	-1	Biryani's country of origin	The official currency of India	The official currency of Biryani's country of origin	Biryani	India	Rupee	1	12	['ating' 'is' 'the' 'US' 'doll' 'ar' '(' 'US' 'D' ').']	False	[-0.02469  -0.009705 -0.0743   ... -0.04047  -0.0324   -0.01735 ]
742	11883	2092966	Sushi's country of origin	The language used in {}	-1	-1	Sushi's country of origin	The language used in Japan	The language used in Sushi's country of origin	Sushi	Japan	Japanese	15	29	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.6406  0.3926 -1.346  ... -0.7534  0.1926  0.2308]
743	72947	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	0	31	['Super' 'int' 'endent' 'of' 'Police' ',' 'C' '.' 'I' '.']	False	[ 0.02815  0.01207 -0.04904 ... -0.0418  -0.031   -0.04614]
744	10141	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	2	22	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.013405  0.001343 -0.1764   ... -0.06274  -0.03888   0.002949]
745	41200	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	24	29	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[-0.881  2.086 -5.37  ... -2.188  2.63  -2.482]
746	3978	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	15	14	"['is' 'called' '""' 'L' 'isp' '"".' 'It' 'is' 'a' 'functional']"	False	[ 0.1792  0.1796 -1.227  ... -1.159   0.6953  0.1968]
747	50599	5627711	the company that developed B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that developed B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	10	29	['0' 'x' '.' '\n' '\n' 'The' 'name' 'of' 'the' 'CE']	False	[-0.10364 -0.10675  0.1887  ...  0.2363  -0.2976  -0.4578 ]
748	62400	2093686	Sushi's country of origin	The capital of {}	-1	-1	Sushi's country of origin	The capital of Japan	The capital of Sushi's country of origin	Sushi	Japan	Tokyo	0	1	['of' 'the' '' '1' '9' '1' '8' 'Spanish' 'flu' 'pan']	False	[-0.02739   0.000641 -0.0885   ...  0.006775 -0.006653  0.014946]
749	68035	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	16	7	['is' 'the' 'US' 'doll' 'ar' '(' 'US' 'D' ').' 'Cred']	False	[ 0.2007   0.4082  -1.439   ... -1.326    0.01489  0.3926 ]
750	10474	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	20	22	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.09753  1.942   -2.549   ... -0.7744   2.492   -1.385  ]
751	66735	2418888	Tesla, Inc.'s CEO	Name of father of {}	-1	-1	Tesla, Inc.'s CEO	Name of father of Elon Musk	Name of father of Tesla, Inc.'s CEO	Tesla, Inc.	Elon Musk	Errol Musk	9	18	[',' 'who' 'was' 'born' 'in' 'the' 'year' '' '1' '8']	False	[ 0.0731 -0.05   -0.0498 ... -0.2301 -0.0478 -0.0707]
752	69023	2093659	Pizza's country of origin	The capital of {}	-1	-1	Pizza's country of origin	The capital of Italy	The capital of Pizza's country of origin	Pizza	Italy	Rome	28	28	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[-3.16   1.801 -6.383 ... -3.033  3.746 -3.156]
753	51774	2093686	Sushi's country of origin	The capital of {}	-1	-1	Sushi's country of origin	The capital of Japan	The capital of Sushi's country of origin	Sushi	Japan	Tokyo	24	18	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[-0.8813  1.728  -5.13   ... -0.786   2.475  -1.444 ]
754	16353	2093659	Pizza's country of origin	The capital of {}	-1	-1	Pizza's country of origin	The capital of Italy	The capital of Pizza's country of origin	Pizza	Italy	Rome	2	28	['8' 'is' 'a' '' '1' '0' '-' 'letter' 'word' 'whose']	False	[ 0.001778 -0.011055 -0.159    ... -0.0728   -0.03452   0.005978]
755	7222	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	29	7	['is' 'the' 'U' '.' 'S' '.' 'doll' 'ar' '(' 'US']	False	[ 1.198  -0.9243 -3.287  ...  1.222   1.394  -0.2456]
756	16921	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	22	19	['' '2' '0' '2' '3' '\n' '\n' 'The' 'name' 'of']	False	[-2.445   0.852  -1.402  ... -0.3657  1.002  -0.7783]
757	46304	2093795	Chimichurri's country of origin	The capital of {}	-1	-1	Chimichurri's country of origin	The capital of Argentina	The capital of Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	12	8	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[-0.3247  -0.504   -0.9316  ... -0.617   -0.03394 -0.309  ]
758	55884	5596123	the company that created B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that created B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	16	19	['is' ':' '\n' '```' '\n' 'CE' 'O' 'Name' ':' '\n']	False	[-0.7114  -0.04016 -0.625   ...  0.4932   0.318   -0.9614 ]
759	45501	2092367	Chimichurri's country of origin	The largest city in {}	-1	-1	Chimichurri's country of origin	The largest city in Argentina	The largest city in Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	19	22	['is' 'located' 'in' 'the' 'country' 'of' '{' '}.' '\n' '\n']	False	[ 0.003113  1.503    -2.71     ... -1.077     1.951    -1.186   ]
760	9528	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	25	15	['is' 'not' 'known' 'for' 'its' 'be' 'aches' ',' 'but' 'for']	False	[-1.319  1.74  -3.86  ... -2.64   2.758 -2.902]
761	21727	2092966	Sushi's country of origin	The language used in {}	-1	-1	Sushi's country of origin	The language used in Japan	The language used in Sushi's country of origin	Sushi	Japan	Japanese	15	12	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.6406  0.3926 -1.346  ... -0.7534  0.1926  0.2308]
762	10626	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	27	29	"['is' '{}' '.""' '.' 'format' '(' 'country' ',' 'currency' ')']"	False	[ 0.4917 -1.024  -2.62   ...  0.5156  0.931  -1.239 ]
763	69892	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	29	12	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-3.242  1.579 -4.15  ... -4.07   3.17  -1.036]
764	33532	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	6	28	['nt' 'elligence' 'is' '{}' '{}' '.' '\n' '\n' 'The' 'CE']	False	[-0.2236 -0.1272  0.1897 ...  0.2886 -0.1221 -0.1292]
765	45563	2093659	Pizza's country of origin	The capital of {}	-1	-1	Pizza's country of origin	The capital of Italy	The capital of Pizza's country of origin	Pizza	Italy	Rome	12	24	[',' 'the' 'largest' 'city' 'in' 'the' 'country' ',' 'is' 'located']	False	[-0.1332  -0.3716  -0.304   ... -0.05786 -0.01678  0.1958 ]
766	22094	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	26	4	['is' 'not' 'clear' '.' 'It' 'is' 'not' 'clear' 'what' 'is']	False	[-1.775  2.076 -5.86  ... -2.055  4.426 -2.795]
767	69363	5596123	the company that developed B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that developed B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	6	3	['is' 'not' 'known' '.' '\n' '\n' 'The' 'CE' 'O' 'of']	False	[-0.1622  0.0856 -0.0741 ...  0.2185 -0.0722  0.093 ]
768	31083	2392131	Tesla's CEO	Name of father of {}	-1	-1	Tesla's CEO	Name of father of Elon Musk	Name of father of Tesla's CEO	Tesla	Elon Musk	Errol Musk	13	17	[',' 'son' 'of' '\n' '\n' '1' '.' 'Name' 'of' 'father']	False	[ 0.5615  0.523  -0.188  ... -0.2096  0.3604  0.0659]
769	40321	2093697	Tacos's country of origin	The capital of {}	-1	-1	Tacos's country of origin	The capital of Mexico	The capital of Tacos's country of origin	Tacos	Mexico	Mexico City	30	29	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[ 0.358  -1.762  -4.04   ... -0.712   2.227  -0.6953]
770	19279	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	6	15	['is' 'not' 'the' 'capital' '.' '\n' '\n' 'The' 'largest' 'city']	False	[-0.1777   0.1843  -0.3416  ... -0.641   -0.02585  0.1855 ]
771	32582	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	18	22	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.06152  2.578   -2.033   ... -0.352    1.756   -0.3286 ]
772	21034	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	12	1	['is' 'not' 'necessarily' 'the' 'same' 'as' 'the' 'city' 'where' 'the']	False	[-0.2905 -0.704  -0.664  ... -0.2678 -0.8384  0.3286]
773	32937	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	9	31	"['hagen' 'is' '{}' '.""' '\n' '\n' 'The' 'official' 'currency' 'of']"	False	[-0.3103 -0.1292 -0.5073 ... -0.622  -0.4834  0.2107]
774	475	2092966	Sushi's country of origin	The language used in {}	-1	-1	Sushi's country of origin	The language used in Japan	The language used in Sushi's country of origin	Sushi	Japan	Japanese	9	21	"[',' '{},' 'and' '{}' 'is' 'called' 'the' '""' 'template' 'literal']"	False	[-0.3345   0.00769 -0.5386  ... -0.746   -0.3164   0.4438 ]
775	6555	2093659	Pizza's country of origin	The capital of {}	-1	-1	Pizza's country of origin	The capital of Italy	The capital of Pizza's country of origin	Pizza	Italy	Rome	3	27	['—' '—' '—' '—' '—' '—' '—' '—' '—' '—']	False	[-0.06082  -0.0429   -0.306    ... -0.1346   -0.1293    0.003983]
776	64904	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	23	13	['bom' 'ber' 'jack' 'et' 'is' '?' '</s>' '<s>' '<s>' '<s>']	False	[-0.3472 -2.188  -0.6553 ...  2.74    0.5186  1.487 ]
777	6114	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	17	13	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-0.2238 -0.6045 -1.282  ...  0.802  -0.3372 -0.0836]
